LP;Data_przybycia;Nr_IMO;Bandera;Nabrzeze
561;19.03.2016;8505939;AG;CHORZOWSKIE
562;20.03.2016;8505953;MT;REMONTOWE
563;20.03.2016;9549619;RU;GLIWICKIE
564;20.03.2016;9552082;AG;CZESKIE
565;20.03.2016;9154268;CY;GORNOSLASKIE
566;21.03.2016;8129395;FO;KATOWICKIE
567;21.03.2016;9032458;VC;GORNOSLASKIE
568;21.03.2016;7615749;PL;SLOWACKIE
569;21.03.2016;9281786;GI;BELGIJSKIE
570;22.03.2016;9319430;GI;PARNICKIE
571;22.03.2016;9356490;NL;ANGIELSKIE
572;22.03.2016;9710177;HK;CZESKIE
573;22.03.2016;9315006;NL;FINSKIE
574;22.03.2016;9163647;AG;KATOWICKIE
575;22.03.2016;9382748;NL;SNOP S
576;22.03.2016;7704057;PL;CAL
577;22.03.2016;7382495;MT;KATOWICKIE
578;22.03.2016;9267704;NL;GLIWICKIE
579;23.03.2016;9516179;CY;KATOWICKIE
580;23.03.2016;9341782;NL;PIRS E
581;23.03.2016;8918708;NL;WEGIERSKIE
582;23.03.2016;9392391;PA;HUTA (KRA)
583;23.03.2016;6519302;PL;REMONTOWE
584;23.03.2016;9434151;CY;GORNOSLASKIE
585;23.03.2016;8404458;VU;ANGIELSKIE
586;23.03.2016;9000833;BB;HUK
587;23.03.2016;9293478;CY;BULGARSKIE
588;23.03.2016;8027779;DK;BULGARSKIE
589;23.03.2016;9341732;NL;HUK
590;24.03.2016;9463449;NL;GORNOSLASKIE
591;24.03.2016;9136096;BE;BELGIJSKIE
592;24.03.2016;7703259;AG;CHORZOWSKIE
593;24.03.2016;7641475;PL;CAL
594;24.03.2016;9219874;NL;CZESKIE
595;24.03.2016;9422275;AG;PARNICKIE
596;25.03.2016;9129122;FO;SNOP N
597;25.03.2016;9525182;IM;CPN III
598;25.03.2016;8919221;AG;DRZETOWSKIE N
599;25.03.2016;6808090;VC;GLIWICKIE
600;25.03.2016;9161247;PL;BULWAR CHROBREGO
601;25.03.2016;9349186;AG;FINSKIE
602;25.03.2016;9001904;BS;REMONTOWE
603;25.03.2016;9360996;CY;CZESKIE
604;25.03.2016;8636817;SE;GRECKIE
605;25.03.2016;9073880;BS;REGALICA
606;25.03.2016;9313747;MT;GORNOSLASKIE
607;25.03.2016;8320585;DM;POLSKIE
608;25.03.2016;8516809;CA;REMONTOWE
609;26.03.2016;8407228;DE;ARSENAL
610;26.03.2016;8628133;RU;WALBRZYSKIE
611;26.03.2016;9363170;DK;FOSFATOWE DALBY
612;27.03.2016;8919843;CY;GDYNSKIE N
613;28.03.2016;9331335;NL;HUTA (KRA)
614;28.03.2016;9114725;MT;GLIWICKIE
615;28.03.2016;9041320;AG;BYTOMSKIE
616;28.03.2016;9454383;AG;CZESKIE
617;28.03.2016;9489522;NL;GORNOSLASKIE
618;28.03.2016;9173563;NO;SNOP N
619;28.03.2016;9247106;GI;PIRS E
620;28.03.2016;9126900;MT;HUK
621;29.03.2016;8129395;FO;KATOWICKIE
622;29.03.2016;9211078;CY;SNOP N
623;29.03.2016;9592745;LR;SLOWACKIE
624;29.03.2016;9231846;AG;FINSKIE
625;29.03.2016;9305362;PT;PARNICKIE
626;29.03.2016;7330052;NO;WALBRZYSKIE
627;29.03.2016;7615749;PL;SPOLDZIELCZE
628;29.03.2016;9523562;SG;CZESKIE
629;30.03.2016;8918734;NL;WEGIERSKIE
630;30.03.2016;9549621;RU;GLIWICKIE
631;30.03.2016;9356488;NL;ANGIELSKIE
632;30.03.2016;9059248;DK;WULKAN N
633;30.03.2016;9549657;RU;BULGARSKIE
634;30.03.2016;9210012;BS;REGALICA
635;30.03.2016;9361366;NL;CEMENTOWE
636;30.03.2016;8919221;AG;DRZETOWSKIE N
637;30.03.2016;8404446;BE;HOLENDERSKIE
638;31.03.2016;8719085;FO;CHORZOWSKIE
639;31.03.2016;9357482;CW;PRZEMYSLOWE
640;31.03.2016;9534262;LR;KATOWICKIE
641;31.03.2016;9300489;PT;PARNICKIE
642;31.03.2016;9234410;BS;PARNICKIE
643;31.03.2016;9549619;RU;BULGARSKIE
644;01.04.2016;9219874;NL;CZESKIE
645;01.04.2016;9195822;FO;CHORZOWSKIE
646;01.04.2016;9161247;PL;BULWAR CHROBREGO
647;01.04.2016;9150080;GI;FINSKIE
648;01.04.2016;7823334;VC;HUTA (KRA)
649;02.04.2016;9360996;CY;FINSKIE
650;02.04.2016;8881711;RU;FOSFATOWE
651;02.04.2016;8815786;AG;OKO
652;02.04.2016;9336701;DK;FOSFATOWE DALBY
653;02.04.2016;7704057;PL;CAL
654;03.04.2016;8222185;AG;MAZOWIECKIE
655;03.04.2016;9558012;GB;GLIWICKIE
656;03.04.2016;9232486;NL;PARNICKIE
657;03.04.2016;8919855;AG;POLSKIE
658;04.04.2016;9341184;GI;GNIE─╣─ůNIENSKIE
659;04.04.2016;9279056;NL;CZESKIE
660;04.04.2016;9341756;NL;SLOWACKIE
661;04.04.2016;9462744;NL;ANGIELSKIE
662;04.04.2016;9223435;NL;CHORZOWSKIE
663;04.04.2016;8867246;RU;WEGIERSKIE
664;04.04.2016;6605503;PL;WARSZTATOWE
665;04.04.2016;9582867;AG;SNOP S
666;05.04.2016;9391000;NO;HUTA (KRA)
667;05.04.2016;9219460;GI;CZESKIE
668;05.04.2016;9545039;NL;HUTA (KRA)
669;05.04.2016;9313709;MT;HOLENDERSKIE
670;05.04.2016;9199402;GI;SLOWACKIE
671;05.04.2016;9136307;DK;ARSENAL
672;05.04.2016;8225474;PL;WARSZTATOWE
673;05.04.2016;8415653;NO;GLIWICKIE
674;06.04.2016;8215728;BS;HUTA (KRA)
675;06.04.2016;8209743;NO;HUTA (KRA)
676;06.04.2016;9015450;AG;ANGIELSKIE
677;06.04.2016;9434163;CY;RUMUNSKIE
678;06.04.2016;9211107;PA;CHORZOWSKIE
679;07.04.2016;9534298;LR;HUTA (KRA)
680;07.04.2016;9201827;NL;SLOWACKIE
681;07.04.2016;9277319;MT;HUTA (KRA)
682;07.04.2016;8814201;VC;REGALICA
683;08.04.2016;9456745;NL;KATOWICKIE
684;08.04.2016;9734264;BS;CEMENTOWE
685;08.04.2016;9690896;SG;SLOWACKIE
686;08.04.2016;9219874;NL;CZESKIE
687;08.04.2016;9142631;NL;HUTA (KRA)
688;08.04.2016;9161247;PL;BULWAR CHROBREGO
689;08.04.2016;9349186;AG;FINSKIE
690;08.04.2016;9374674;DE;REGALICA
691;08.04.2016;9195872;AG;GDYNSKIE N
692;08.04.2016;9136096;BE;BELGIJSKIE
693;08.04.2016;9534456;NL;CZESKIE
694;08.04.2016;9234410;BS;CHORZOWSKIE
695;08.04.2016;8518297;BB;SNOP N
696;09.04.2016;7704057;PL;KATOWICKIE
697;09.04.2016;8919221;AG;DRZETOWSKIE N
698;09.04.2016;6617855;AG;SNOP N
699;09.04.2016;9229544;NL;WARSZTATOWE
700;09.04.2016;9101546;MT;GDANSKIE
701;09.04.2016;9000833;BB;GORNOSLASKIE
702;09.04.2016;9199139;AG;WULKAN N
703;09.04.2016;9052692;NL;PARNICKIE
704;09.04.2016;8636817;SE;GRECKIE
705;09.04.2016;9360996;CY;FINSKIE
706;10.04.2016;8918708;NL;WEGIERSKIE
707;10.04.2016;9245263;AG;GDYNSKIE S
708;10.04.2016;9466219;NL;CZESKIE
709;10.04.2016;9454383;AG;ANGIELSKIE
710;10.04.2016;9223423;NL;CZESKIE
711;10.04.2016;7615749;PL;FINSKIE
712;11.04.2016;9377975;HK;BYTOMSKIE
713;11.04.2016;9171096;BB;BULGARSKIE
714;11.04.2016;9344320;PT;PARNICKIE
715;11.04.2016;9167344;CY;PRZEMYSLOWE
716;11.04.2016;9238404;NO;WALBRZYSKIE
717;11.04.2016;7514440;VC;SLOWACKIE
718;11.04.2016;9195418;NL;SNOP S
719;12.04.2016;9122227;AG;CZESKIE
720;12.04.2016;9313826;NL;POLSKIE
721;12.04.2016;9234989;AG;FINSKIE
722;12.04.2016;9313864;NL;PARNICKIE
723;12.04.2016;9225586;NL;GORNOSLASKIE
724;12.04.2016;9136101;BE;ANGIELSKIE
725;12.04.2016;7421863;KN;SPOLDZIELCZE
726;12.04.2016;8920567;NO;FARBOLAK SWFIL
727;12.04.2016;9385908;NL;GORNOSLASKIE
728;13.04.2016;9491757;BB;GLIWICKIE
729;13.04.2016;8211629;CK;GORNOSLASKIE
730;13.04.2016;9126429;MT;KATOWICKIE
731;13.04.2016;8504208;DE;SNOP N
732;13.04.2016;9226712;GI;POZNANSKIE
733;13.04.2016;9116802;LV;MAZOWIECKIE
734;13.04.2016;7636365;VC;REMONTOWE
735;13.04.2016;7823334;VC;ODRA STARE
736;14.04.2016;9525182;IM;CPN III
737;14.04.2016;9552070;AG;CZESKIE
738;14.04.2016;9336696;DK;FOSFATOWE DALBY
739;14.04.2016;8320585;DM;POLSKIE
740;14.04.2016;9507740;LR;GNIE─╣─ůNIENSKIE
741;14.04.2016;9135834;IL;SNOP N
742;14.04.2016;9403906;MT;HUTA (KRA)
743;14.04.2016;9219874;NL;FINSKIE
744;15.04.2016;8412417;VC;HUTA (KRA)
745;15.04.2016;8912027;AG;REGALICA
746;15.04.2016;9150080;GI;CZESKIE
747;15.04.2016;9305362;PT;PARNICKIE
748;15.04.2016;8321656;DK;DRZETOWSKIE N
749;16.04.2016;9201803;NL;SLOWACKIE
750;16.04.2016;9116802;LV;MAZOWIECKIE
751;16.04.2016;9501681;AG;KATOWICKIE
752;16.04.2016;9150494;MT;PARNICKIE
753;16.04.2016;8873764;RU;KATOWICKIE
754;16.04.2016;9345714;RU;SLOWACKIE
755;17.04.2016;9369526;GI;PARNICKIE
756;17.04.2016;7704057;PL;CAL
757;17.04.2016;9060675;BB;BYTOMSKIE
758;17.04.2016;6617855;AG;SNOP N
759;17.04.2016;9364148;NL;GORNOSLASKIE
760;18.04.2016;9360984;CY;CZESKIE
761;18.04.2016;9360996;CY;FINSKIE
762;18.04.2016;8129395;FO;GLIWICKIE
763;18.04.2016;9548304;NL;HUTA (KRA)
764;18.04.2016;9119634;DE;NOTECKIE
765;18.04.2016;8412687;BS;BULGARSKIE
766;18.04.2016;8873025;RU;BULGARSKIE
767;19.04.2016;8918734;NL;WEGIERSKIE
768;19.04.2016;9116802;LV;MAZOWIECKIE
769;19.04.2016;9614282;LR;KATOWICKIE
770;19.04.2016;9232486;NL;REGALICA
771;19.04.2016;9621871;MT;CHORZOWSKIE
772;19.04.2016;7641475;PL;CAL
773;19.04.2016;8211629;CK;REGALICA
774;19.04.2016;6605503;PL;WARSZTATOWE
775;19.04.2016;9523548;NO;HUTA (KRA)
776;20.04.2016;7810222;CY;WALBRZYSKIE
777;20.04.2016;8919221;AG;FOSFATOWE
778;20.04.2016;8919855;AG;BELGIJSKIE
779;20.04.2016;9164794;IT;GORNOSLASKIE
780;20.04.2016;6604690;DK;ARSENAL
781;20.04.2016;9385908;NL;SNOP N
782;20.04.2016;7704057;PL;CAL
783;21.04.2016;9411745;NL;SLOWACKIE
784;21.04.2016;9161247;PL;BULWAR CHROBREGO
785;21.04.2016;8412417;VC;HUTA (KRA)
786;21.04.2016;9234410;BS;BYTOMSKIE
787;21.04.2016;9219874;NL;CZESKIE
788;21.04.2016;9167332;CY;CZESKIE
789;21.04.2016;9356505;NL;ANGIELSKIE
790;22.04.2016;9116802;LV;MAZOWIECKIE
791;22.04.2016;9155688;LT;PARNICKIE
792;22.04.2016;9349186;AG;FINSKIE
793;22.04.2016;8222185;AG;OKO
794;22.04.2016;7641475;PL;CAL
795;22.04.2016;9145140;BS;REMONTOWE
796;23.04.2016;9313864;NL;SLOWACKIE
797;23.04.2016;9341732;NL;PIRS E
798;23.04.2016;9717694;MH;SLOWACKIE
799;23.04.2016;7704057;PL;PIRS E
800;23.04.2016;8225474;PL;WARSZTATOWE
801;23.04.2016;9523574;SG;CZESKIE
802;24.04.2016;9341720;NL;GLIWICKIE
803;24.04.2016;7638349;BS;CEMENTOWE
804;24.04.2016;9313773;NL;BULGARSKIE
805;24.04.2016;8867052;RU;WALBRZYSKIE
806;24.04.2016;9374698;AG;HOLENDERSKIE
807;24.04.2016;9245275;AG;CHORZOWSKIE
808;24.04.2016;9234989;AG;FINSKIE
809;24.04.2016;9122227;AG;KATOWICKIE
810;24.04.2016;8912912;AG;GORNOSLASKIE
811;25.04.2016;8230376;RU;HUTA (KRA)
812;25.04.2016;9131589;GI;HUTA (KRA)
813;25.04.2016;9534298;LR;GORNOSLASKIE
814;25.04.2016;9138642;LR;KATOWICKIE
815;25.04.2016;9279070;AG;CZESKIE
816;25.04.2016;6617855;AG;SNOP S
817;25.04.2016;9205902;HK;BYTOMSKIE
818;25.04.2016;9240732;VC;GLIWICKIE
819;25.04.2016;9427524;DK;FOSFATOWE DALBY
820;25.04.2016;8404446;BE;ANGIELSKIE
821;26.04.2016;8918708;NL;WEGIERSKIE
822;26.04.2016;8876572;BZ;REGALICA
823;26.04.2016;9116802;LV;MAZOWIECKIE
824;26.04.2016;9710892;MT;KATOWICKIE
825;26.04.2016;9052692;NL;PARNICKIE
826;26.04.2016;9360996;CY;FINSKIE
827;26.04.2016;9374703;NL;SNOP S
828;26.04.2016;7810210;MT;GLIWICKIE
829;27.04.2016;8500630;KN;GNIE─╣─ůNIENSKIE
830;27.04.2016;8419635;RU;BULGARSKIE
831;27.04.2016;6507983;VC;SNOP N
832;28.04.2016;9235505;AG;HUK
833;28.04.2016;9504152;NL;WALBRZYSKIE
834;28.04.2016;9219874;NL;FINSKIE
835;28.04.2016;9100138;NO;NOTECKIE
836;29.04.2016;9433353;AG;SNOP N
837;29.04.2016;9161247;PL;BULWAR CHROBREGO
838;29.04.2016;9150080;GI;CZESKIE
839;29.04.2016;8505939;AG;KATOWICKIE
840;29.04.2016;8321656;DK;DRZETOWSKIE N
841;29.04.2016;9150509;MT;HUK
842;30.04.2016;7704057;PL;CAL
843;30.04.2016;9734264;BS;CEMENTOWE
844;01.05.2016;8203543;AG;REMONTOWE
845;01.05.2016;9043378;DK;GORNOSLASKIE
846;01.05.2016;8801072;LV;PARNICKIE
847;01.05.2016;9034494;NO;BYTOMSKIE
848;01.05.2016;9360984;CY;FINSKIE
849;01.05.2016;9163623;BS;REGALICA
850;02.05.2016;9566784;AG;BELGIJSKIE
851;02.05.2016;8867246;RU;SLOWACKIE
852;02.05.2016;8919855;AG;SLOWACKIE
853;02.05.2016;7641475;PL;CAL
854;02.05.2016;9232486;NL;PARNICKIE
855;02.05.2016;9179995;CY;GDANSKIE
856;03.05.2016;9126297;US;CZESKIE
857;04.05.2016;9552020;AG;SLOWACKIE
858;04.05.2016;9163635;NL;HOLENDERSKIE
859;04.05.2016;9431599;NL;PARNICKIE
860;04.05.2016;9195652;NL;RUMUNSKIE
861;04.05.2016;9248370;CY;GLIWICKIE
862;04.05.2016;9005730;BB;SNOP N
863;04.05.2016;8505953;MT;CHORZOWSKIE
864;04.05.2016;7704057;PL;CAL
865;04.05.2016;8415653;NO;HUTA (KRA)
866;04.05.2016;9458145;TR;WALBRZYSKIE
867;04.05.2016;8702252;RU;BULGARSKIE
868;04.05.2016;9617325;CY;REGALICA
869;05.05.2016;7641475;PL;CAL
870;05.05.2016;9165308;AG;KATOWICKIE
871;05.05.2016;9148180;NL;HOLENDERSKIE
872;05.05.2016;9360996;CY;FINSKIE
873;05.05.2016;9088299;SE;SLOWACKIE
874;05.05.2016;9430997;MT;GLIWICKIE
875;05.05.2016;8505941;VC;CZESKIE
876;05.05.2016;7924401;AG;ARSENAL
877;06.05.2016;7704057;PL;CAL
878;06.05.2016;9219874;NL;CZESKIE
879;06.05.2016;8908507;GB;REGALICA
880;06.05.2016;9349186;AG;FINSKIE
881;06.05.2016;8919221;AG;DRZETOWSKIE N
882;06.05.2016;8404496;NL;KATOWICKIE
883;06.05.2016;9279068;NL;CZESKIE
884;06.05.2016;9161247;PL;BULWAR CHROBREGO
885;07.05.2016;9392391;PA;HUTA (KRA)
886;07.05.2016;9259020;NL;CHORZOWSKIE
887;08.05.2016;8404446;BE;BELGIJSKIE
888;08.05.2016;9167978;LV;DRZETOWSKIE N
889;08.05.2016;9356488;NL;HOLENDERSKIE
890;08.05.2016;8918734;NL;WEGIERSKIE
891;08.05.2016;9229116;PA;GORNOSLASKIE
892;09.05.2016;9163647;AG;HUTA (KRA)
893;09.05.2016;9280677;AG;KATOWICKIE
894;09.05.2016;9263588;NL;SLOWACKIE
895;09.05.2016;7704057;PL;CAL
896;10.05.2016;9548304;NL;HUK
897;10.05.2016;9156498;LR;WROCLAWSKIE
898;10.05.2016;9193707;LR;GORNOSLASKIE
899;10.05.2016;9660566;HK;SLOWACKIE
900;11.05.2016;9364136;NL;KATOWICKIE
901;11.05.2016;9136096;BE;GDANSKIE
902;11.05.2016;7704057;PL;CAL
903;11.05.2016;9552020;AG;WALBRZYSKIE
904;11.05.2016;8906286;CY;HUTA (KRA)
905;11.05.2016;9201803;NL;SLOWACKIE
906;12.05.2016;9313826;NL;PRZEMYSLOWE
907;12.05.2016;7713345;VC;GLIWICKIE
908;12.05.2016;9360996;CY;FINSKIE
909;12.05.2016;9176694;SG;KATOWICKIE - DALBY
910;12.05.2016;9056040;BB;BYTOMSKIE
911;12.05.2016;8010324;RU;BULGARSKIE
912;12.05.2016;8222185;AG;OKO
913;12.05.2016;9219874;NL;FINSKIE
914;12.05.2016;9361366;NL;CEMENTOWE
915;12.05.2016;8321656;DK;DRZETOWSKIE N
916;13.05.2016;9150080;GI;CZESKIE
917;13.05.2016;9369526;GI;GLIWICKIE
918;13.05.2016;8505927;AG;CHORZOWSKIE
919;13.05.2016;8402577;AG;HUTA (KRA)
920;14.05.2016;9313759;MT;WALBRZYSKIE
921;14.05.2016;9229867;CH;KATOWICKIE
922;14.05.2016;9518426;AG;REGALICA
923;14.05.2016;9518969;LR;SLOWACKIE
924;14.05.2016;9571208;GI;BULGARSKIE
925;14.05.2016;8628133;RU;GLIWICKIE
926;14.05.2016;8919855;AG;BELGIJSKIE
927;15.05.2016;7615749;PL;SPOLDZIELCZE
928;15.05.2016;7704057;PL;CAL
929;15.05.2016;6519302;PL;REMONTOWE
930;15.05.2016;9015448;AG;CHORZOWSKIE
931;15.05.2016;9070448;US;CZESKIE
932;15.05.2016;9360972;PT;FINSKIE
933;15.05.2016;9459149;SG;BYTOMSKIE
934;15.05.2016;9612533;NL;PARNICKIE
935;16.05.2016;9148166;AG;BULGARSKIE
936;16.05.2016;9552068;AG;SLOWACKIE
937;16.05.2016;9427524;DK;FOSFATOWE DALBY
938;16.05.2016;8609606;FI;HUTA (KRA)
939;16.05.2016;9583859;AG;SNOP N
940;16.05.2016;8918708;NL;WEGIERSKIE
941;16.05.2016;8407711;CY;MAK
942;16.05.2016;9374674;DE;GORNOSLASKIE
943;16.05.2016;9411771;NL;HOLENDERSKIE
944;16.05.2016;9467196;NL;REGALICA
945;17.05.2016;9245263;AG;KATOWICKIE
946;17.05.2016;9549621;RU;SLOWACKIE
947;17.05.2016;9279018;AG;WEGIERSKIE
948;17.05.2016;9528512;GI;ARSENAL
949;17.05.2016;9313802;NL;POLSKIE
950;17.05.2016;9336062;PA;FINSKIE
951;17.05.2016;9136096;BE;HUTA (KRA)
952;17.05.2016;9300489;PT;PARNICKIE
953;18.05.2016;8205187;AG;GLIWICKIE
954;18.05.2016;9117416;LR;BULGARSKIE
955;18.05.2016;8611013;AG;SNOP N
956;18.05.2016;8211629;CK;DRZETOWSKIE N
957;18.05.2016;9080675;LT;BULGARSKIE
958;19.05.2016;9260407;PT;PARNICKIE
959;19.05.2016;9333450;AG;HUTA (KRA)
960;19.05.2016;9341316;GI;WROCLAWSKIE
961;19.05.2016;8919934;US;CZESKIE
962;19.05.2016;9219874;NL;FINSKIE
963;19.05.2016;9155872;FI;KATOWICKIE
964;20.05.2016;8505953;MT;CHORZOWSKIE
965;20.05.2016;9503902;CY;PARNICKIE
966;20.05.2016;9238404;NO;SNOP N
967;20.05.2016;9349186;AG;FINSKIE
968;20.05.2016;8129395;FO;BYTOMSKIE
969;20.05.2016;9118496;NO;HUTA (KRA)
970;20.05.2016;9366146;SG;GLIWICKIE
971;20.05.2016;9523940;GB;KATOWICKIE
972;21.05.2016;9360996;CY;FINSKIE
973;21.05.2016;9248538;GB;CZESKIE
974;21.05.2016;9284702;MH;CHORZOWSKIE
975;21.05.2016;9361354;NL;CEMENTOWE
976;21.05.2016;9038397;BS;SNOP N
977;22.05.2016;9057238;NL;BYTOMSKIE
978;22.05.2016;9357482;NL;PRZEMYSLOWE
979;22.05.2016;9161247;PL;BULWAR CHROBREGO
980;22.05.2016;9427524;DK;FOSFATOWE DALBY
981;22.05.2016;9180853;AG;BULGARSKIE
982;22.05.2016;9528512;GI;GLIWICKIE
983;23.05.2016;8919221;AG;DRZETOWSKIE N
984;23.05.2016;9165308;AG;KATOWICKIE
985;23.05.2016;9136307;DK;ARSENAL
986;23.05.2016;9448671;LR;FINSKIE
987;23.05.2016;9593713;HK;SLOWACKIE
988;23.05.2016;8913485;BB;BYTOMSKIE
989;23.05.2016;9552020;AG;SLOWACKIE
990;23.05.2016;9374686;AN;HOLENDERSKIE
991;23.05.2016;9431018;MT;KATOWICKIE
992;24.05.2016;9032458;VC;DRZETOWSKIE N
993;24.05.2016;9223435;NL;HUTA (KRA)
994;24.05.2016;9123312;CY;REGALICA
995;24.05.2016;9195717;NL;REMONTOWE
996;24.05.2016;9150509;MT;HUK
997;25.05.2016;6507983;VC;ODRA STARE
998;25.05.2016;7704057;PL;CAL
999;26.05.2016;8628133;RU;BYTOMSKIE
1000;26.05.2016;9583859;AG;HUTA (KRA)
1001;26.05.2016;9467201;NL;SLOWACKIE
1002;26.05.2016;8915744;CY;GLIWICKIE
1003;26.05.2016;9344320;PT;PARNICKIE
1004;27.05.2016;9617301;CY;REGALICA
1005;27.05.2016;9434761;AG;BELGIJSKIE
1006;27.05.2016;9454383;AG;HUTA (KRA)
1007;27.05.2016;9219874;NL;FINSKIE
1008;27.05.2016;9161247;PL;BULWAR CHROBREGO
1009;27.05.2016;9319430;GI;GLIWICKIE
1010;27.05.2016;9150080;GI;CZESKIE
1011;27.05.2016;7615749;PL;SPOLDZIELCZE
1012;27.05.2016;9085455;BE;PARNICKIE
1013;27.05.2016;9051210;BS;WALBRZYSKIE
1014;27.05.2016;8505927;AG;KATOWICKIE
1015;27.05.2016;8404458;VU;REMONTOWE
1016;28.05.2016;9192612;BB;GORNOSLASKIE
1017;28.05.2016;9306201;LR;FINSKIE
1018;28.05.2016;9005730;BB;SNOP N
1019;28.05.2016;8714841;DE;SNOP S
1020;28.05.2016;9360996;CY;FINSKIE
1021;28.05.2016;8919855;AG;SLOWACKIE
1022;29.05.2016;8402577;AG;HUTA (KRA)
1023;29.05.2016;8913708;NO;HUTA (KRA)
1024;29.05.2016;9150511;MT;HUK
1025;29.05.2016;9382748;NL;POLSKIE
1026;29.05.2016;9462744;NL;KATOWICKIE
1027;29.05.2016;9252929;GI;PARNICKIE
1028;29.05.2016;9549607;RU;SLOWACKIE
1029;29.05.2016;9528500;GI;SLOWACKIE
1030;29.05.2016;8820107;MT;PRZEMYSLOWE
1031;29.05.2016;9456460;TR;CZESKIE
1032;30.05.2016;8019344;NO;BULWAR CHROBREGO
1033;30.05.2016;9525182;IM;CPN III
1034;30.05.2016;8918734;NL;WEGIERSKIE
1035;30.05.2016;9344320;PT;PARNICKIE
1036;30.05.2016;9536521;AG;HUTA (KRA)
1037;30.05.2016;8420098;DE;SNOP S
1038;30.05.2016;9450753;LR;KATOWICKIE
1039;30.05.2016;9001837;PL;KATOWICKIE
1040;30.05.2016;8225474;PL;WARSZTATOWE
1041;30.05.2016;9422275;AG;SLOWACKIE
1042;30.05.2016;9142643;AG;BULGARSKIE
1043;31.05.2016;9341782;NL;HUTA (KRA)
1044;31.05.2016;9359648;FO;WULKAN S
1045;31.05.2016;9279070;AG;PARNICKIE
1046;31.05.2016;9518232;DE;SLOWACKIE
1047;01.06.2016;9103972;DE;ANGIELSKIE
1048;01.06.2016;9000699;BS;BULWAR CHROBREGO
1049;01.06.2016;7704057;PL;CAL
1050;02.06.2016;8324684;CY;BYTOMSKIE
1051;02.06.2016;9060687;MT;GLIWICKIE
1052;02.06.2016;8211629;CK;CHORZOWSKIE
1053;02.06.2016;9255622;AN;GORNOSLASKIE
1054;02.06.2016;9334387;MT;DOK 5
1055;02.06.2016;9238387;NL;PARNICKIE
1056;02.06.2016;7615749;PL;SPOLDZIELCZE
1057;02.06.2016;8611013;AG;SNOP N
1058;03.06.2016;9051210;BS;WALBRZYSKIE
1059;03.06.2016;9219874;NL;CZESKIE
1060;03.06.2016;9161247;PL;BULWAR CHROBREGO
1061;03.06.2016;9349186;AG;FINSKIE
1062;03.06.2016;9427524;DK;FOSFATOWE DALBY
1063;03.06.2016;9196204;NL;HOLENDERSKIE
1064;03.06.2016;8913708;NO;FARBOLAK SWFIL
1065;03.06.2016;9043366;DK;PIRS E
1066;03.06.2016;9361366;NL;CEMENTOWE
1067;03.06.2016;8867246;RU;SLOWACKIE
1068;03.06.2016;9540730;PA;GORNOSLASKIE
1069;04.06.2016;8129395;FO;CHORZOWSKIE
1070;04.06.2016;9306079;IM;FINSKIE
1071;04.06.2016;6617855;AG;ODRA NOWE
1072;04.06.2016;7704057;PL;CAL
1073;04.06.2016;8818623;AG;WALBRZYSKIE
1074;04.06.2016;9341768;NL;PRZEMYSLOWE
1075;05.06.2016;9201803;NL;SLOWACKIE
1076;05.06.2016;9360996;CY;FINSKIE
1077;05.06.2016;8918485;MT;CHORZOWSKIE
1078;05.06.2016;8918708;NL;WEGIERSKIE
1079;05.06.2016;9194282;NL;BYTOMSKIE
1080;06.06.2016;9505687;LV;SLOWACKIE
1081;06.06.2016;9297591;DE;FINSKIE
1082;06.06.2016;8412417;VC;HUTA (KRA)
1083;06.06.2016;9001825;VC;GLIWICKIE
1084;06.06.2016;7704057;PL;CAL
1085;07.06.2016;8914283;BS;CZESKIE
1086;07.06.2016;9128336;GI;SLOWACKIE
1087;07.06.2016;9549657;RU;SLOWACKIE
1088;07.06.2016;9115987;AG;WALBRZYSKIE
1089;08.06.2016;9381433;PT;GORNOSLASKIE
1090;08.06.2016;9325142;AG;REGALICA
1091;08.06.2016;9017379;BB;PARNICKIE
1092;08.06.2016;9167978;LV;DRZETOWSKIE N
1093;08.06.2016;9434577;AG;CHORZOWSKIE
1094;08.06.2016;9081356;CY;GORNOSLASKIE
1095;08.06.2016;8707783;AG;KATOWICKIE
1096;08.06.2016;9165308;AG;CZESKIE
1097;08.06.2016;9516179;CY;GLIWICKIE
1098;08.06.2016;8222185;AG;SNOP S
1099;09.06.2016;9558050;GB;CHORZOWSKIE
1100;09.06.2016;9142643;AG;BULGARSKIE
1101;09.06.2016;6605448;PL;WARSZTATOWE
1102;09.06.2016;9356505;NL;HOLENDERSKIE
1103;09.06.2016;9452622;BS;SLOWACKIE
1104;09.06.2016;9161247;PL;STAROWKA
1105;09.06.2016;9345362;BE;BELGIJSKIE
1106;09.06.2016;7821075;PL;BULWAR CHROBREGO
1107;09.06.2016;9552070;AG;WALBRZYSKIE
1108;09.06.2016;8603365;RU;BYTOMSKIE
1109;09.06.2016;9043366;DK;PIRS E
1110;10.06.2016;9408645;NL;WARSZTATOWE
1111;10.06.2016;9142629;NL;HUTA (KRA)
1112;10.06.2016;9219874;NL;FINSKIE
1113;10.06.2016;9150080;GI;CZESKIE
1114;10.06.2016;7615749;PL;HUTA (KRA)
1115;10.06.2016;7638349;BS;CEMENTOWE
1116;10.06.2016;9534303;AG;GLIWICKIE
1117;11.06.2016;9136101;BE;PARNICKIE
1118;11.06.2016;8320585;DM;POLSKIE
